"","fndRow","",""
"SL19-LR-2",102,0,0
"SL18-DB-6",103,0,0
"SL18-CB-10",104,0,0
"SA18-CB-10-FG1",105,67,NA
"SL18-LD-10-FG1",106,14,NA
"SL18-NL-6-FG1",107,44,NA
"SL18-LD-10-FG2",108,14,NA
"SL18-NL-9-FG2",109,45,NA
"SL18-OI-15-FG1",110,5,NA
"SL18-OI-16-FG3",111,6,NA
"SL18-LD-13-FG2",112,15,NA
"SL18-OI-17-FG1",113,7,NA
"SL18-OI-18-FG1",114,8,NA
"SL18-OI-18-FG2",115,8,NA
"SL18-OI-2-FG2",116,60,NA
"SL18-LD-1-FG1",117,9,NA
"SL18-OI-2-FG3",118,60,NA
"SL18-OI-6-FG1",119,3,NA
"SL18-OI-9-FG1",120,92,NA
"SL18-SF-13-FG1",121,59,NA
"SL18-LD-1-FG2",122,9,NA
"SA18-CB-4-FG3",123,65,NA
"SL18-LD-2-FG2",124,84,NA
"SL18-LD-3-FG1",125,10,NA
"SL18-LD-3-FG2",126,10,NA
"SL18-LD-4-FG3",127,11,NA
"SA18-CB-7-FG1",128,66,NA
"SL18-LD-9-FG2",129,13,NA
"SL18-LD-9-FG3",130,13,NA
"SL18-LL-9-FG3",131,83,NA
"SL18-NL-10-FG1",132,46,NA
"SL18-NL-2-FG1",133,40,NA
"SL18-NL-2-FG3",134,40,NA
"SL18-NL-3-FG1",135,41,NA
"SL18-NL-3-FG3",136,41,NA
"SL18-OI-11-FG3",137,4,NA
"SL18-JS-16-FG3",138,48,NA
"SL18-CC-1-FG2",139,19,NA
"SL18-CC-5-FG2",140,23,NA
"SL18-CC-5-FG3",141,23,NA
"SL18-JS-16-FG1",142,48,NA
"SL18-NC-12-FG2",143,39,NA
"SL18-OD-5-FG1",144,75,NA
"SA18-CB-9-FG1",145,90,NA
"SL18-CC-5-FG1",146,23,NA
"SL18-CC-12-FG3",147,28,NA
"SL18-SF-17-FG2",148,82,NA
"SL18-JS-5-FG1",149,34,NA
"SA18-CB-2-FG3",150,78,NA
"SL18-CC-3-FG1",151,21,NA
"SL18-NC-10-FG1",152,37,NA
"SL18-OI-17-FG4",153,7,NA
"SL18-CC-3-FG2",154,21,NA
"SL18-CC-1-FG1",155,19,NA
"SL18-OI-6-FG2",156,3,NA
"SL18-CC-12-FG2",157,28,NA
"SL18-NC-10-FG3",158,37,NA
"SL18-CC-8-FG1",159,26,NA
"SL18-NC-5-FG2",160,32,NA
"SL18-CC-6-FG3",161,24,NA
"SL18-NL-7-FG4",162,43,NA
"SL18-CC-3-FG3",163,21,NA
"SL18-JS-19-FG3",164,47,NA
"SL18-NC-15-FG3",165,79,NA
"SL18-LL-9-FG2",166,83,NA
"SA18-CB-4-FG6",167,65,NA
"SL18-JS-9-FG3",168,35,NA
"SL18-SF-13-FG2",169,59,NA
"SL18-JS-19-FG2",170,47,NA
"SL18-NL-5-FG1",171,42,NA
"SL18-NC-8-FG1",172,36,NA
"SL18-SF-19-MG2",173,86,NA
"SL18-OI-4-MG1",174,1,NA
"SL18-OI-11-MG2",175,4,NA
"SL18-OI-14-MG2",176,61,NA
"SL18-OI-15-MG1",177,5,NA
"SL18-OI-16-MG1",178,6,NA
"SL18-SF-17-MG1",179,82,NA
"SA18-CB-7-MG2",180,66,NA
"SL18-NL-3-MG2",181,41,NA
"SA18-CB-7-MG1",182,66,NA
"SL18-SF-19-MG1",183,86,NA
"SL18-SF-15-MG2",184,88,NA
"SA18-CB-2-MG3",185,78,NA
"SL18-NL-5-MG1",186,42,NA
"SL18-SF-15-MG1",187,88,NA
"SA18-CB-4-MG3",188,65,NA
"SA18-CB-5-MG3",189,87,NA
"SL18-LD-13-MG2",190,15,NA
"SL18-LD-3-MG2",191,10,NA
"SL18-NL-6-MG1",192,44,NA
"SL18-SF-17-MG2",193,82,NA
"SL18-OI-9-MG3",194,92,NA
"SL18-LD-9-MG1",195,13,NA
"SL18-NL-2-MG2",196,40,NA
"SL18-LD-2-MG3",197,84,NA
"SL18-OI-7-MG1",198,91,NA
"SL18-LD-2-MG1",199,84,NA
"SA18-CB-1-MG2",200,63,NA
"SL18-NL-9-MG1",201,45,NA
"SA18-CB-2-MG1",202,78,NA
"SA18-CB-4-MG1",203,65,NA
"SL18-OI-18-MG1",204,8,NA
"SL18-LL-9-MG3",205,83,NA
"SA18-CB-10-MG1",206,67,NA
"SA18-CB-3-MG3",207,64,NA
"SL18-NL-10-MG2",208,46,NA
"SL18-NL-2-MG3",209,40,NA
"SL18-SF-13-MG3",210,59,NA
"SL18-OI-6-MG2",211,3,NA
"SL18-OI-15-MG2",212,5,NA
"SL18-SF-17-MG3",213,82,NA
"SL18-NL-7-MG1",214,43,NA
"SL18-SF-13-MG1",215,59,NA
"SA18-CB-2-MG2",216,78,NA
"SL18-NL-2-MG1",217,40,NA
"SL18-CC-1-MG3",218,19,NA
"SL18-NC-10-MG3",219,37,NA
"SA18-CB-7-MG3",220,66,NA
"SL18-OI-14-MG1",221,61,NA
"SL18-CC-3-MG1",222,21,NA
"SL18-CC-4-MG11",223,22,NA
"SL18-JS-5-MG3",224,34,NA
"SL18-JS-9-MG1",225,35,NA
"SL18-NC-1-MG1",226,31,NA
"SA18-CB-1-MG12",227,63,NA
"SL18-JS-5-MG2",228,34,NA
"SA18-CB-10-MG3",229,67,NA
"SL18-JS-6-MG3",230,33,NA
"SL18-LD-2-MG2",231,84,NA
"SL18-JS-6-MG2",232,33,NA
"SL18-OI-2-MG2",233,60,NA
"SL18-JS-19-MG2",234,47,NA
"SL18-OD-6-MG2",235,76,NA
"SL18-NC-15-MG1",236,79,NA
"SA18-CB-4-MG2",237,65,NA
"SL18-OD-6-MG1",238,76,NA
"SA18-CB-1-MG13",239,63,NA
"SL18-OI-4-MG3",240,1,NA
"SL18-NL-5-MG2",241,42,NA
"SL18-NC-9-MG2",242,38,NA
"SL18-OI-11-MG4",243,4,NA
"SL18-NC-2-MG1",244,30,NA
"SL18-JS-11-MG3",245,49,NA
"SL18-JS-9-MG2",246,35,NA
"SL18-JS-19-MG1",247,47,NA
"SL18-OD-3-MG1",248,74,NA
"SA18-CB-3-MG1",249,64,NA
"SL18-OD-6-MG3",250,76,NA
"SA18-CB-3-MG2",251,64,NA
"SL18-NC-12-MG1",252,39,NA
"SL18-JS-11-MG2",253,49,NA
"SL18-CC-6-MG2",254,24,NA
"SL18-OI-17-MG1",255,7,NA
"SL18-CC-7-MG1",256,25,NA
"SL18-JS-6-MG1",257,33,NA
"SL18-LD-13-MG3",258,15,NA
"SL18-OI-16-MG2",259,6,NA
"SL18-LL-9-MG4",260,83,NA
"SL18-NL-7-MG2",261,43,NA
"SL18-NC-11-MG2",262,68,NA
"SL18-LD-1-MG1",263,9,NA
"SL18-OI-11-FG1",264,4,NA
"SL18-OI-17-FG2",265,7,NA
"SL18-OI-18-FG3",266,8,NA
"SL18-OI-18-FG5",267,8,NA
"SL18-OI-18-FG6",268,8,NA
"SL18-OI-7-FG3",269,91,NA
"SL18-SF-17-FG1",270,82,NA
"SL18-SF-17-FG3",271,82,NA
"SA18-CB-10-FG2",272,67,NA
"SL18-LD-1-FG3",273,9,NA
"SL18-LD-4-FG1",274,11,NA
"SL18-LD-4-FG2",275,11,NA
"SL18-LD-5-FG1",276,12,NA
"SL18-NL-10-FG3",277,46,NA
"SL18-NL-3-FG2",278,41,NA
"SL18-OI-5-FG5",279,2,NA
"SL18-NC-11-FG1",280,68,NA
"SL18-CC-11-FG3",281,58,NA
"SL18-CC-1-FG3",282,19,NA
"SL18-OD-5-FG3",283,75,NA
"SL18-LL-9-FG6",284,83,NA
"SL18-OI-15-FG2",285,5,NA
"SA18-CB-5-FG4",286,87,NA
"SL18-OI-4-FG2",287,1,NA
"SL18-CC-8-FG2",288,26,NA
"SL18-OI-6-FG3",289,3,NA
"SL18-CC-9-FG3",290,27,NA
"SL18-NC-9-FG2",291,38,NA
"SL18-LD-9-FG4",292,13,NA
"SL18-OI-9-FG4",293,92,NA
"SL18-CC-6-FG2",294,24,NA
"SL18-NC-1-FG1",295,31,NA
"SA18-CB-5-FG6",296,87,NA
"SL18-CC-6-FG1",297,24,NA
"SL18-JS-5-FG2",298,34,NA
"SL18-CC-10-FG4",299,57,NA
"SL18-NC-5-FG3",300,32,NA
"SL18-OI-16-FG2",301,6,NA
"SL18-SF-13-MG2",302,59,NA
"SL18-LD-10-MG1",303,14,NA
"SL18-LL-9-MG1",304,83,NA
"SL18-LD-1-MG2",305,9,NA
"SL18-LD-5-MG1",306,12,NA
"SL18-LL-9-MG2",307,83,NA
"SL18-NL-9-MG2",308,45,NA
"SL18-JS-16-MG1",309,48,NA
"SL18-CC-8-MG2",310,26,NA
"SL18-OI-9-MG2",311,92,NA
"SL18-LD-2-MG4",312,84,NA
"SL18-NC-9-MG1",313,38,NA
"SL18-NC-5-MG1",314,32,NA
"SL18-OI-16-MG3",315,6,NA
"SL18-OI-15-MG3",316,5,NA
"SL18-NC-2-MG3",317,30,NA
"SL18-CC-11-MG5",318,58,NA
"SL18-JS-9-MG3",319,35,NA
"SL18-NC-10-MG2",320,37,NA
"SL18-OI-11-MG3",321,4,NA
"SL18-OI-18-MG3",322,8,NA
"SL18-NC-15-MG3",323,79,NA
"SL18-NC-5-MG3",324,32,NA
"SL18-NC-12-MG3",325,39,NA
"SL18-CC-1-MG2",326,19,NA
"SL18-CC-2-MG5",327,20,NA
"SL18-OI-7-MG3",328,91,NA
"SL18-NC-8-MG2",329,36,NA
"SL18-OI-5-MG3",330,2,NA
"SL18-NC-2-MG2",331,30,NA
"SL18-FW-2-MG2",332,16,NA
"SL18-PI-1-MG1",333,62,NA
"SL18-PI-1-MG2",334,62,NA
"SL18-PI-1-MG4",335,62,NA
"SL18-CC-6-MG11",336,24,NA
"SL18-NL-3-MG1",337,41,NA
"SL18-TI-1-MG2",338,69,NA
"SL18-TI-2-MG3",339,70,NA
"SL18-TI-3-MG11",340,71,NA
"SL18-TI-4-MG1",341,72,NA
"SL18-TI-4-MG3",342,72,NA
"SL18-BL-10-MG2",343,50,NA
"SL18-BL-11-MG4",344,51,NA
"SL18-BL-12-MG1",345,52,NA
"SL18-BL-12-MG3",346,52,NA
"SL18-BL-17-MG3",347,73,NA
"SL18-OD-3-MG3",348,74,NA
"SL18-OD-5-MG2",349,75,NA
"SL18-OD-10-MG3",350,77,NA
"SL18-FW-14-FG2",351,29,NA
"SL18-FW-14-FG11",352,29,NA
"SL18-FW-14-FG12",353,29,NA
"SL18-FI-1-FG3",354,17,NA
"SL18-FI-1-FG13",355,17,NA
"SL18-PI-1-FG1",356,62,NA
"SL18-PI-1-FG3",357,62,NA
"SL18-JS-6-FG3",358,33,NA
"SL18-JS-9-FG2",359,35,NA
"SL18-NL-2-FG2",360,40,NA
"SL18-NL-6-FG2",361,44,NA
"SL18-NL-7-FG3",362,43,NA
"SL18-TI-4-FG3",363,72,NA
"SL18-BL-18-FG10",364,80,NA
"SL18-FW-21-MG1",365,81,NA
"SL18-FI-2-FG11",366,18,NA
"SL18-FI-2-FG12",367,18,NA
"SL18-LD-3-FG3",368,10,NA
"SL18-CC-7-MG2",369,25,NA
"SL18-FI-1-MG2",370,17,NA
"SL18-JS-11-FG4",371,49,NA
"SL18-FW-12-MG10",372,85,NA
"SL18-BL-14-MG1",373,54,NA
"SL18-FI-1-MG10",374,17,NA
"SL18-LD-5-FG2",375,12,NA
"SL18-FW-21-MG2",376,81,NA
"SL18-LD-9-MG2",377,13,NA
"SL18-BL-16-MG2",378,56,NA
"SL18-FI-2-MG1",379,18,NA
"SL18-FW-12-MG2",380,85,NA
"SL18-BL-17-MG2",381,73,NA
"SL18-BL-18-MG3",382,80,NA
"SL18-OD-3-MG2",383,74,NA
"SA18-CB-5-FG1",384,87,NA
"SA18-CB-7-FG3",385,66,NA
"SL18-JS-16-MG2",386,48,NA
"SL18-CC-8-MG3",387,26,NA
"SA18-CB-5-FG5",388,87,NA
"SL18-LD-10-FG3",389,14,NA
"SL18-NL-10-FG2",390,46,NA
"SL18-NC-11-MG3",391,68,NA
"SL18-CC-9-MG4",392,27,NA
"SL18-BL-10-FG2",393,50,NA
"SL18-BL-10-MG1",394,50,NA
"SL18-BL-15-FG1",395,55,NA
"SL18-BL-12-MG2",396,52,NA
"SL18-NC-15-MG4",397,79,NA
"SL18-BL-16-FG3",398,56,NA
"SL18-LD-1-MG3",399,9,NA
"SL18-FW-12-MG11",400,85,NA
"SL18-CC-2-FG1",401,20,NA
"SL18-SF-18-FG1",402,89,NA
"SL18-BL-11-FG1",403,51,NA
"SL18-BL-13-MG1",404,53,NA
"SL18-BL-14-FG3",405,54,NA
"SL18-BL-17-FG3",406,73,NA
"SL18-CC-9-FG1",407,27,NA
"SL18-FI-1-FG10",408,17,NA
"SL18-FI-1-FG11",409,17,NA
"SL18-FI-1-FG12",410,17,NA
"SL18-FI-2-FG10",411,18,NA
"SL18-FW-12-FG10",412,85,NA
"SL18-FW-14-FG13",413,29,NA
"SL18-FW-2-MG1",414,16,NA
"SL18-JS-5-MG1",415,34,NA
"SL18-LD-13-FG1",416,15,NA
"SL18-LD-2-FG3",417,84,NA
"SL18-LD-9-FG1",418,13,NA
"SL18-TI-3-MG2",419,71,NA
"SL18-LL-9-FG1",420,83,NA
"SL18-NC-1-FG3",421,31,NA
"SL18-NC-8-FG2",422,36,NA
"SL18-NC-10-MG1",423,37,NA
"SL18-NC-11-FG3",424,68,NA
"SL18-NL-6-FG3",425,44,NA
"SL18-NL-9-MG3",426,45,NA
"SL18-NL-6-MG2",427,44,NA
"SL18-OD-5-MG1",428,75,NA
"SL18-OI-16-FG1",429,6,NA
"SL18-OI-4-FG3",430,1,NA
"SL18-OI-5-MG2",431,2,NA
"SL18-OI-7-FG1",432,91,NA
"SL18-PI-1-FG10",433,62,NA
"SL18-PI-1-MG11",434,62,NA
"SL18-PI-1-MG3",435,62,NA
"SL18-SF-13-MG11",436,59,NA
"SA18-CB-5-FG3",437,87,NA
"SL18-OD-10-FG2",438,77,NA
"SL18-TI-4-FG1",439,72,NA
"SL18-TI-3-MG1",440,71,NA
"SL18-TI-4-FG2",441,72,NA
"SL18-TI-5-MG3",442,93,NA
"SL18-BL-11-MG1",443,51,NA
"SL18-BL-11-MG2",444,51,NA
"SL18-BL-17-MG1",445,73,NA
"SL18-FI-2-MG3",446,18,NA
"SL18-OI-11-MG1",447,4,NA
"SL18-NC-9-MG3",448,38,NA
"SL18-NC-15-MG2",449,79,NA
"SL18-CB-2-MG1",450,94,NA
"SL18-CB-3-MG1",451,95,NA
"SL18-CB-3-MG2",452,95,NA
"SL18-CB-4-MG2",453,96,NA
"SL18-CB-4-MG3",454,96,NA
"SL18-CB-7-MG1",455,97,NA
"SL18-NC-8-MG1",456,36,NA
"SL18-TI-1-MG1",457,69,NA
"SL18-TI-1-MG3",458,69,NA
"SL18-TI-1-MG4",459,69,NA
"SL18-TI-1-MG11",460,69,NA
"SL18-TI-2-MG1",461,70,NA
"SL18-TI-2-MG2",462,70,NA
"SL18-TI-3-MG3",463,71,NA
"SL18-TI-3-MG14",464,71,NA
"SL18-TI-4-MG2",465,72,NA
"SL18-TI-5-MG1",466,93,NA
"SL18-TI-5-MG2",467,93,NA
"SL18-NL-6-MG3",468,44,NA
"SL18-SF-13-MG13",469,59,NA
"SL18-TI-6-MG1",470,98,NA
"SL18-TI-6-MG2",471,98,NA
"SL18-TI-6-MG3",472,98,NA
"SL18-CC-1-MG11",473,19,NA
"SL18-CC-2-MG6",474,20,NA
"SL18-CC-9-MG3",475,27,NA
"SL18-CC-11-MG6",476,58,NA
"SL18-NL-5-MG3",477,42,NA
"SL18-OI-17-MG3",478,7,NA
"SL18-OI-18-MG4",479,8,NA
"SL18-FW-14-FG1",480,29,NA
"SL18-FI-1-FG2",481,17,NA
"SA18-CB-1-FG2",482,63,NA
"SL18-NC-15-FG2",483,79,NA
"SL18-OD-3-FG2",484,74,NA
"SL18-OI-9-FG2",485,92,NA
"SL18-OI-15-FG3",486,5,NA
"SL18-BL-18-FG11",487,80,NA
"SL18-FI-2-FG1",488,18,NA
"SL18-JS-6-FG2",489,33,NA
"SL18-JS-19-FG5",490,47,NA
"SL18-NC-15-FG1",491,79,NA
"SL18-FW-21-FG2",492,81,NA
"SL18-FW-21-FG1",493,81,NA
"SL18-OD-1-MG4",494,99,NA
"SL18-OD-3-FG4",495,74,NA
"SL18-OD-4-FG4",496,100,NA
"SL19-LR-5-FG1",497,101,NA
"SL18-FW-21-FG4",498,81,NA
"SL18-TI-3-FG4",499,71,NA
"SL18-TI-3-FG5",500,71,NA
"SL18-TI-3-FG6",501,71,NA
"SL19-LR-5-FG2",502,101,NA
"SL19-LR-2-MG2",503,102,NA
"SL18-OD-6-FG2",504,76,NA
"SL19-LR-2-FG1",505,102,NA
"SL18-DB-6-FG1",506,103,NA
"SL18-FI-2-FG5",507,18,NA
"SL18-FW-12-MG5",508,85,NA
"SL18-FI-1-FG4",509,17,NA
"SL18-FW-12-MG6",510,85,NA
"SL18-FI-2-FG7",511,18,NA
"SL18-FW-21-MG5",512,81,NA
"SL18-FW-12-FG4",513,85,NA
"SL18-FW-21-MG4",514,81,NA
"SL18-FI-1-FG6",515,17,NA
"SL18-OI-6-FG6",516,3,NA
"SL18-CC-4-MG4",517,22,NA
"SL18-FI-2-FG4",518,18,NA
"SL18-FW-2-MG4",519,16,NA
"SL18-JS-19-FG6",520,47,NA
"SL18-JS-9-MG4",521,35,NA
"SL18-PI-1-MG5",522,62,NA
"SL18-NL-5-MG5",523,42,NA
"SA18-CB-10-FG6",524,67,NA
"SL18-TI-2-MG5",525,70,NA
"SL18-LD-2-FG5",526,84,NA
"SL18-CC-9-FG6",527,27,NA
"SL18-LD-3-MG6",528,10,NA
"SL18-OI-15-FG4",529,5,NA
"SL18-OI-5-MG4",530,2,NA
"SL18-BL-13-MG3",531,53,NA
"SL18-BL-16-MG3",532,56,NA
"SL18-CB-7-MG3",533,97,NA
"SL18-CB-10-MG3",534,104,NA
"SL18-OI-4-MG2",535,1,NA
"SL18-OI-7-MG2",536,91,NA
"SL18-OD-10-MG1",537,77,NA
"SL18-OD-10-MG2",538,77,NA
"SL18-BL-11-FG2",539,51,NA
"SL18-BL-12-FG1",540,52,NA
"SL18-NL-5-FG3",541,42,NA
"SL18-BL-11-FG3",542,51,NA
"SL18-NC-12-FG1",543,39,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",544,105,173
"SL18-LD-10-FG1xSL18-OI-4-MG1",545,106,174
"SL18-NL-6-FG1xSL18-OI-11-MG2",546,107,175
"SL18-NL-6-FG1xSL18-OI-14-MG2",547,107,176
"SL18-NL-6-FG1xSL18-OI-15-MG1",548,107,177
"SL18-NL-6-FG1xSL18-OI-16-MG1",549,107,178
"SL18-NL-6-FG1xSL18-SF-17-MG1",550,107,179
"SL18-NL-6-FG1xSL18-SF-19-MG2",551,107,173
"SL18-LD-10-FG2xSA18-CB-7-MG2",552,108,180
"SL18-LD-10-FG2xSL18-NL-3-MG2",553,108,181
"SL18-NL-9-FG2xSA18-CB-7-MG1",554,109,182
"SL18-NL-9-FG2xSL18-SF-19-MG1",555,109,183
"SL18-OI-11-FG1xSL18-SF-15-MG2",556,264,184
"SL18-OI-15-FG1xSA18-CB-2-MG3",557,110,185
"SL18-OI-15-FG1xSL18-NL-5-MG1",558,110,186
"SL18-OI-15-FG1xSL18-SF-15-MG1",559,110,187
"SL18-OI-16-FG3xSA18-CB-4-MG3",560,111,188
"SL18-OI-16-FG3xSA18-CB-5-MG3",561,111,189
"SL18-LD-13-FG2xSL18-LD-13-MG2",562,112,190
"SL18-OI-16-FG3xSL18-LD-3-MG2",563,111,191
"SL18-OI-16-FG3xSL18-NL-6-MG1",564,111,192
"SL18-OI-16-FG3xSL18-SF-17-MG2",565,111,193
"SL18-OI-17-FG1xSL18-SF-13-MG2",566,113,302
"SL18-OI-17-FG2xSL18-SF-17-MG2",567,265,193
"SL18-OI-18-FG1xSL18-OI-9-MG3",568,114,194
"SL18-OI-18-FG2xSA18-CB-7-MG1",569,115,182
"SL18-OI-18-FG2xSL18-LD-10-MG1",570,115,303
"SL18-OI-18-FG2xSL18-LD-9-MG1",571,115,195
"SL18-OI-18-FG2xSL18-NL-2-MG2",572,115,196
"SL18-OI-18-FG2xSL18-LD-2-MG3",573,115,197
"SL18-OI-18-FG3xSL18-LL-9-MG1",574,266,304
"SL18-OI-18-FG3xSL18-OI-7-MG1",575,266,198
"SL18-OI-18-FG5xSA18-CB-4-MG3",576,267,188
"SL18-OI-18-FG5xSL18-LD-2-MG1",577,267,199
"SL18-OI-18-FG5xSL18-SF-15-MG2",578,267,184
"SL18-OI-18-FG6xSA18-CB-1-MG2",579,268,200
"SL18-OI-18-FG6xSL18-NL-6-MG1",580,268,192
"SL18-OI-2-FG2xSL18-LD-1-MG2",581,116,305
"SL18-LD-1-FG1xSL18-NL-2-MG2",582,117,196
"SL18-OI-2-FG3xSL18-NL-9-MG1",583,118,201
"SL18-OI-2-FG3xSL18-SF-17-MG1",584,118,179
"SL18-OI-6-FG1xSA18-CB-2-MG1",585,119,202
"SL18-OI-6-FG1xSA18-CB-4-MG1",586,119,203
"SL18-OI-6-FG1xSL18-LD-13-MG2",587,119,190
"SL18-OI-6-FG1xSL18-LD-2-MG1",588,119,199
"SL18-OI-6-FG1xSL18-LD-5-MG1",589,119,306
"SL18-LD-1-FG1xSL18-OI-18-MG1",590,117,204
"SL18-OI-6-FG1xSL18-NL-9-MG1",591,119,201
"SL18-OI-6-FG1xSL18-SF-15-MG1",592,119,187
"SL18-OI-6-FG1xSL18-SF-19-MG1",593,119,183
"SL18-OI-7-FG3xSA18-CB-2-MG3",594,269,185
"SL18-OI-9-FG1xSL18-LL-9-MG2",595,120,307
"SL18-SF-13-FG1xSL18-LL-9-MG3",596,121,205
"SL18-LD-1-FG2xSA18-CB-4-MG3",597,122,188
"SL18-SF-17-FG1xSL18-LL-9-MG1",598,270,304
"SL18-SF-17-FG3xSA18-CB-10-MG1",599,271,206
"SL18-SF-17-FG3xSA18-CB-3-MG3",600,271,207
"SL18-SF-17-FG3xSL18-LD-2-MG1",601,271,199
"SL18-SF-17-FG3xSL18-NL-10-MG2",602,271,208
"SL18-SF-17-FG3xSL18-NL-2-MG3",603,271,209
"SL18-SF-17-FG3xSL18-NL-9-MG1",604,271,201
"SL18-SF-17-FG3xSL18-OI-7-MG1",605,271,198
"SL18-SF-17-FG3xSL18-OI-9-MG3",606,271,194
"SA18-CB-10-FG2xSL18-LL-9-MG1",607,272,304
"SL18-LD-1-FG2xSL18-SF-13-MG3",608,122,210
"SL18-LD-1-FG2xSL18-SF-15-MG1",609,122,187
"SL18-LD-1-FG3xSL18-NL-5-MG1",610,273,186
"SL18-LD-1-FG3xSL18-OI-11-MG2",611,273,175
"SL18-LD-1-FG3xSL18-OI-15-MG1",612,273,177
"SL18-LD-1-FG3xSL18-OI-16-MG1",613,273,178
"SL18-LD-1-FG3xSL18-OI-6-MG2",614,273,211
"SL18-LD-1-FG3xSL18-OI-7-MG1",615,273,198
"SL18-LD-1-FG3xSL18-OI-9-MG3",616,273,194
"SA18-CB-4-FG3xSA18-CB-4-MG3",617,123,188
"SL18-LD-1-FG3xSL18-NL-9-MG2",618,273,308
"SL18-LD-1-FG3xSL18-OI-15-MG2",619,273,212
"SL18-LD-2-FG2xSA18-CB-3-MG3",620,124,207
"SL18-LD-2-FG2xSL18-LL-9-MG2",621,124,307
"SL18-LD-2-FG2xSL18-NL-9-MG1",622,124,201
"SL18-LD-2-FG2xSL18-SF-19-MG1",623,124,183
"SL18-LD-3-FG1xSL18-NL-9-MG1",624,125,201
"SL18-LD-3-FG1xSL18-SF-19-MG2",625,125,173
"SL18-LD-3-FG2xSA18-CB-2-MG3",626,126,185
"SL18-LD-3-FG2xSL18-LL-9-MG2",627,126,307
"SL18-LD-3-FG2xSL18-SF-17-MG3",628,126,213
"SL18-LD-4-FG1xSA18-CB-2-MG1",629,274,202
"SL18-LD-4-FG1xSL18-NL-3-MG2",630,274,181
"SL18-LD-4-FG2xSL18-LL-9-MG1",631,275,304
"SL18-LD-4-FG2xSL18-SF-15-MG2",632,275,184
"SL18-LD-4-FG3xSL18-SF-17-MG1",633,127,179
"SL18-LD-5-FG1xSA18-CB-10-MG1",634,276,206
"SA18-CB-7-FG1xSL18-LL-9-MG3",635,128,205
"SL18-LD-9-FG2xSL18-SF-13-MG3",636,129,210
